,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
0,-0.6222387233508542,-0.40052801689762774,0.0,0.18074806572530022,0.0,-0.38952665021341204,0.0,-0.49707832942065266,0.0,-0.5658185255340342,0.0,0.0,-1.0316234240849376,0.0,-0.19935501299617187,0.008172656311078441,0.11187825588780953,-0.26882065327660243,-0.10113835529406145,-0.16692555551749422,-0.5012567132929746,0.0,0.0,-1.073776529819792,0.0,-0.0737561472381465,0.030040601031622316,0.02813598343891499,-0.2787992188594046,-0.0410448591117607,-0.11203573139626499,-0.5937846875801789,0.0,0.0,-1.0628002817985482,0.0,-0.06808911467146572,0.0,-0.1802843156089473,-0.1400626494383772,0.06969200576536494,-0.266988435395632,-0.4380317814221435,0.0,0.0,-1.0916271953968604,0.0,-0.06089573457073172,0.019903977211654933,-0.019861732247772323,-0.19120914205634776,-0.02976015657365494,-0.23486851952547738,-0.5090750044169923,0.0
1,0.0,-0.11609056118473404,0.00944050148090625,-0.017853627330932653,-0.21577574451674408,-0.04490559966043861,-0.16903545391313557,-0.6143222046362418,-0.11432273367457668,-1.1818765341532256,0.0,-0.5924641260367736,-0.4296539899854679,0.0,0.20324065237469213,0.0,-0.4096849402941416,0.0,-0.541509081237912,0.0,-0.48223591247777975,0.0,-0.5521577451839121,-0.47922016615125074,0.0,0.28177501928743354,0.0,-0.4293659878641165,0.0,-0.4746149387774956,-0.05419059419535799,-0.5806822388858102,0.0,-0.5990459654255709,-0.3999436039743287,0.0,0.10851588499729559,0.0,-0.3296042267683319,0.0,-0.5189625643411411,0.0,-0.5507368693061565,0.0,-0.6765667478309645,-0.28038819654385705,0.0,0.20141563753481861,0.0,-0.37526333455133454,0.0,-0.5842964796026529,0.0,-0.5875364583557641,0.0
2,0.0,0.18125498268064533,0.0,-0.3906202418540339,0.0,-0.49848008942783295,0.0,-0.7693321964258537,-0.6318740049392702,-0.17128340389698238,0.0,0.0,-0.2001037842445541,0.00877500882063842,0.11213446573368202,-0.27002125400228394,-0.10078608620034402,-0.16789542261985702,-0.6501182444018205,-0.00960229734818796,-1.2794548134330341,0.0,0.0,-0.0715324669521955,0.025297836375770544,0.02820757462904666,-0.27467961218183845,-0.045979490977554605,-0.10748452560331856,-0.7462437600519678,-0.08653735476977786,-1.210161785845898,0.0,0.0,-0.06823658051100523,0.0,-0.18380835564411058,-0.13409636083636656,0.0635707180792977,-0.26129018280984795,-0.5819990423534094,-0.12028035857225561,-1.1659448392953742,0.0,0.0,-0.0542159881651294,0.006321019260990823,-0.019906835581906535,-0.1779895197837611,-0.043482176607057,-0.22171318663026796,-0.685323012439909,-0.07684971104184868,-1.1230580322787453,0.0
3,0.0,-0.018556321940277343,-0.2047468476726877,-0.055763572470279854,-0.1580136328100501,-0.6248277046385198,-0.10325656040706122,-1.1703798890695616,0.0,1.4105266434065733,0.0,0.0,0.20383664156762293,0.0,-0.4108875581250615,0.0,-0.5431062660846919,0.0,-0.7051090200359766,-0.6868939780352967,-0.1713159272603626,0.0,0.0,0.28256524518859294,0.0,-0.4305710182315181,0.0,-0.4907479731996567,-0.02474800676095512,-0.811415151739947,-0.6313538490921644,-0.11774592585194199,0.0,0.0,0.10881381775433852,0.0,-0.33051016647362985,0.0,-0.5203950509168997,0.0,-0.7590875354500426,-0.6109855784764306,-0.18946836488265006,0.0,0.0,0.20203254167796558,0.0,-0.37641370967129717,0.0,-0.5860962911899747,0.0,-0.7837559932315052,-0.5650235032230277,-0.25324849609953404,0.0
4,0.0,-0.38978260725954783,0.0,-0.49740641067952396,0.0,-0.9288761510279464,-0.30731397979710806,0.03212997226702541,0.6669303103565838,0.10678606502736443,0.0,0.0,0.11071411584842039,-0.2583602029869958,-0.11216451017350693,-0.1562809683449906,-0.6601218932043906,0.0,-1.2571429638299492,0.0,1.5005689098647856,0.0,0.004664013677491141,0.028189432176972673,-0.2538395625339973,-0.06661299850208025,-0.0867202692302449,-0.7664548773139046,-0.06561321512315033,-1.170541966794314,0.0,1.478332022305029,0.0,0.0,-0.18945500177265373,-0.12244067856732599,0.05196090455239499,-0.24952864197853586,-0.5932096097819084,-0.10852844146196361,-1.1614275176415667,0.0,1.4455624075939255,0.0,0.018600924681688724,-0.01989566357840644,-0.19019652610312576,-0.03115072713555378,-0.23392799151871202,-0.6725956673544253,-0.0892400926035819,-1.144905499933646,0.0,1.486047900017251,0.0
5,-0.2904968051123724,0.030229529969272306,-0.2439906721780183,-0.5381161878205809,-0.18991311114149312,-1.1263937358550358,0.0,1.303056095723143,-0.04091158766277303,0.695680392116671,0.0,0.0,-0.4100173843218258,0.0,-0.5419505923907053,0.0,-0.8695938679473159,-0.3525599855371375,0.051834911818993135,0.6982687134620136,-0.06698161559084426,0.0,0.0,-0.429706549613762,0.0,-0.5021063639504497,0.0,-0.9854640090538602,-0.3026054231670905,0.09778717598605269,0.6731793895012217,0.03692865721438565,0.0,0.0,-0.32975293627908187,0.0,-0.5191977039367579,0.0,-0.923363911474695,-0.2767554617957302,0.018938293164882936,0.689087820764378,0.1519459342760321,0.0,0.0,-0.3755430299015927,0.0,-0.5847340701791381,0.0,-0.9622518400458802,-0.20234037956576856,-0.05701510633109308,0.7643284949662821,0.1271293107340199,0.0
6,0.0,-0.49711159594281185,0.0,-0.9542835599098964,-0.2551325111089575,0.03210228954086958,0.6146435039366516,0.5189828386752637,0.030644958908165876,0.6767442054196771,0.0,-0.32848739104309743,-0.041760156772063795,-0.22667304893886353,-0.5900983430227491,-0.06900968027903076,-1.2221249430798942,0.0,1.3819600295112977,-0.2161919978547644,0.8299915703214644,0.0,-0.33404815906425966,0.013876121469191816,-0.16719829613709436,-0.6852255891419468,-0.14678200894149285,-1.1293561889737624,0.0,1.3595271379194251,-0.10218230969947228,0.7559057846802553,0.0,-0.2007473482717792,0.13033283005050578,-0.3278723060626376,-0.5140821015136687,-0.18755511590455853,-1.1212250739030871,0.0,1.3388048881896708,-0.006865103377062809,0.6817180063275252,0.0,-0.29732092837866375,0.07620994552457461,-0.34128984144352614,-0.5642607068214289,-0.19757845401748853,-1.0900543404805951,0.0,1.3776072103286907,-0.029916934260487693,0.6289747619390162,0.0
7,-0.19315871978831112,-0.5908040501455325,-0.13858015504997212,-1.1546930061957283,0.0,1.2853441481821548,0.0,0.8085751263380736,0.029200646804827812,0.9715990161174304,0.0,0.0,-0.5415332031058817,0.0,-0.9047710438698786,-0.28046796669274343,0.05177578123163329,0.6260689158424704,0.38975241239267433,0.1075440143548434,0.7195055200328149,0.0,0.0,-0.5017280461160567,0.0,-1.0164148449315569,-0.23889056145378618,0.09768135424330637,0.6093619342452783,0.4748766568721585,0.06233175382623912,0.6631754353364272,0.0,0.0,-0.5190699079411054,0.0,-0.942279986596084,-0.23834707293772794,0.018929930110900273,0.6506629862936819,0.5600538943221878,0.010635504756617564,0.692722072718599,0.0,0.0,-0.5842723809982964,0.0,-0.9794985474290918,-0.16612049752104951,-0.05695913328134239,0.7277405796528136,0.5135959284563008,0.0,0.5788195028010534,0.0
8,0.0,-0.9775355390084783,-0.21531807043340123,0.032196353148350454,0.5760365069879647,0.5561691166741767,0.0,1.0974558065057316,0.03517900241991612,0.44842001181901736,0.0,-0.17990645346444012,-0.6387404134224894,-0.021569961095746493,-1.2484652692701381,0.0,1.3610699498498136,-0.1690647677447643,0.9490005851676919,0.0197268220020419,0.9893754075729788,0.0,-0.14444784298204283,-0.7096648293274832,-0.1238005076736215,-1.143123048418282,0.0,1.3504783400605014,-0.0791416153132829,0.874757969720541,0.0014580296590516184,0.923742710310016,0.0,-0.25792648649192174,-0.586163583523458,-0.11675855075630182,-1.1593308342973785,0.0,1.3383166248069678,0.0,0.820532727091905,0.024766023341715737,0.8897364508469785,0.0,-0.29794981008599564,-0.6094062998346139,-0.15361875153709903,-1.1141858644309721,0.0,1.3650917629722592,0.0,0.7212295580552031,0.0,0.9412391588252689,0.0
9,-0.17897677759854957,-1.1359929888849152,0.0,1.3016737966959901,-0.029482014729609318,0.8043661763591281,0.06910776508455285,0.9763397185676759,0.0,-0.20260775375611217,0.0,0.0,-0.9260860310953412,-0.24473668309905605,0.0519394295722897,0.5915699804463159,0.427444933579757,0.07159068642739186,1.1651964967507311,0.0,0.5135805247491021,0.0,0.0,-1.0369005590485258,-0.20522481842171203,0.09798225939121608,0.5769924913930247,0.5105663479007205,0.02846564598550927,1.0806339270951426,0.0,0.5648668637475929,0.0,0.0,-0.9587686262301887,-0.21185277184567752,0.01898579484773677,0.6254972161606531,0.5806418128358359,0.0,1.0755213861561863,0.0,0.4753458374662678,0.0,0.0,-1.000782444308701,-0.12988440001517887,-0.05712016292109823,0.6932711870859976,0.5333894823604801,0.0,0.9854529027565562,0.027201423929845703,0.5177433436833745,0.0
10,-0.2268609815200051,0.03221520730836147,0.5877449511819677,0.5498456167170929,0.0018578012980441372,1.0915040840740353,0.04638074509131229,0.3301495600098292,0.0,-0.2672547341847853,0.0,-0.052172370828529324,-1.2347437840085185,0.0,1.3780505722197134,-0.19984605868854644,0.9503255958893675,0.050054970067936466,1.0206104164180552,0.0,-0.26199055723763465,0.0,-0.13802621996923392,-1.1375707391043655,0.0,1.359253627728041,-0.09329465545180327,0.8759429494218374,0.015393750555059427,1.0021462395173764,0.0,-0.2502122671885765,0.0,-0.17392502999431514,-1.1325206667246235,0.0,1.3402869223267722,0.0,0.7934933320596471,0.08125578431350533,0.9135741853205204,0.0,-0.09718176907176357,0.0,-0.20232059232521138,-1.091602138195924,0.0,1.384189865769958,-0.0341020716247975,0.7383859167467755,0.0019343654974690594,0.99903882424206,0.0,-0.06789776644726686,0.0
11,0.0,1.3280504608519372,-0.08208523419508396,0.8046279487848196,0.1212816993871435,0.9503286211927531,0.0,-0.2797535731113854,0.0,-0.11303378155771426,0.0,-0.250244323777693,0.051971519172067104,0.5972695451089471,0.42237158261198005,0.07694311819319566,1.1632191842613437,0.0,0.36051621031694125,0.0,-0.17412810206520746,0.0,-0.22032605083746049,0.09802910359466566,0.592200244581953,0.4958754722990122,0.04333162027077009,1.0736359877954627,0.0,0.39816882644743146,0.0,-0.27745607681648465,0.0,-0.22860481808439914,0.01899500153941247,0.6423770687892016,0.5724760668971207,0.00021659405256002628,1.075837371875199,0.0,0.4016608810757383,0.0,-0.44795375424060424,0.0,-0.15594796199414063,-0.05716379896441026,0.719632350523991,0.5208086306352833,0.0,0.9733444096404753,0.05265841688313344,0.4427909640635441,0.0,-0.3177847763244479,0.0
12,0.8055953149519013,0.33205422672040186,0.21848053271265044,0.8749374047718028,0.26055729776164327,0.2227836184720111,0.0,-0.2848706241362464,0.0,0.5360612559525357,0.0,0.0,1.3914290824025954,-0.22660318056884066,0.9504627280869649,0.07657721622242875,1.0073648837712668,0.0,-0.27226518189218396,0.0,-0.32184993514539073,0.0,0.0,1.3837615067626707,-0.14207501186600524,0.8762429950738948,0.0637597521230937,0.9780676065083149,0.0,-0.30539140495839945,0.0,-0.07238289768753958,0.0,0.0,1.3399521151900018,0.0,0.7905309779985714,0.08676594948546779,0.9105865759666543,0.0,-0.206115043857924,-0.15606849900535735,-0.09285890705159616,0.0,0.0,1.4030341443567629,-0.07219312195427818,0.7384212101982257,0.039755863333468255,0.9799892540281796,0.0,-0.153456581838185,-0.0840696394599938,-0.16494443189394303,0.0
